Ticker,Période_détail,Période,en XOF,Chiffre d'Affaires,Résultat d'Exploitation,Résultat Financier,Résultat des activités ordinaires,Résultat Hors Activités Ordinaires,Résultat Net,Total Bilan,Unnamed: 12,Produit net bancaire,Résultat Brut d'Exploitation,Coût du risque,Créances sur la clientèle,Dettes à l'égard de la clientèle,Résultat avant impôts,EBITDAal
BOAC,T3,2018,XOF,,,,,,9118000000.0,,,23568000000.0,,,269336000000.0,379398000000.0,9144000000.0,
BOAC,T3,2017,XOF,,,,,,7687000000.0,,,22376000000.0,,,256781000000.0,356083000000.0,7713000000.0,
BOAC,T3,2016,XOF,,,,,,6930000000.0,,,21271000000.0,,,,,6956000000.0,
BOAM,An,2024,XOF,,8559000000.0,,,,9123000000.0,541491000000.0,,36159000000.0,15863000000.0,-7304000000.0,276168000000.0,420336000000.0,,
BOAM,An,2023,XOF,,6298000000.0,,,,5778000000.0,560354000000.0,,35519000000.0,12190000000.0,-5892000000.0,260199000000.0,412113000000.0,,
BOAM,An,2022,XOF,,1125000000.0,,,,2460000000.0,576751000000.0,,35307000000.0,-8351000000.0,9476000000.0,268945000000.0,425026000000.0,,
BOAM,An,2021,XOF,,1986000000.0,,,,2095000000.0,581464000000.0,,35408000000.0,14186000000.0,-12200000000.0,262274000000.0,461599000000.0,,
BOAM,An,2020,XOF,,-1963000000.0,,,,528000000.0,579478000000.0,,32348000000.0,12363000000.0,-14495000000.0,252375000000.0,404667000000.0,,
BOAM,An,2019,XOF,,-6962000000.0,,,,-6987000000.0,577348000000.0,,32055000000.0,9176000000.0,-16138000000.0,280440000000.0,354353000000.0,,
BOAM,An,2018,XOF,,6602000000.0,,,,6340000000.0,484979000000.0,,29726000000.0,6257000000.0,345000000.0,272510000000.0,363035000000.0,,
BOAM,An,2017,XOF,,4468000000.0,,,,4262000000.0,455294000000.0,,29590000000.0,10171000000.0,-5703000000.0,247580000000.0,328725000000.0,,
BOAM,An,2016,XOF,,,,,,9403000000.0,514000000000.0,,29747000000.0,11761000000.0,,257691000000.0,313939000000.0,,
BOAM,An,2015,XOF,,,,,,7126000000.0,535666000000.0,,30210000000.0,13715000000.0,,258606000000.0,320343000000.0,,
BOAM,S1,2024,XOF,,,,,,4819000000.0,,,18213000000.0,8140000000.0,-3189000000.0,,,5006000000.0,
BOAM,S1,2023,XOF,,2049000000.0,,,,2073000000.0,,,17504000000.0,7767000000.0,-5717000000.0,,,2197000000.0,
BOAM,S1,2022,XOF,,1975000000.0,,,,1786000000.0,,,16701000000.0,6848000000.0,-4873000000.0,,,,
BOAM,S1,2021,XOF,,1594000000.0,,,,1731000000.0,,,17995000000.0,8305000000.0,-6710000000.0,,,1931000000.0,
BOAM,S1,2020,XOF,,951000000.0,,,,3080000000.0,,,15853000000.0,6082000000.0,-5131000000.0,,,3264000000.0,
BOAM,S1,2019,XOF,,,,,,-9040000000.0,,,14582000000.0,3622000000.0,-12591000000.0,,,-8814000000.0,
BOAM,S1,2018,XOF,,,,,,4569000000.0,,,14401000000.0,5103000000.0,248000000.0,,,4766000000.0,
BOAM,S1,2017,XOF,,,,,,4291000000.0,,,15026000000.0,6198000000.0,-669000000.0,,,4819000000.0,
BOAM,S1,2016,XOF,,,,,,4066000000.0,,,16369000000.0,7527000000.0,-4544000000.0,,,4509000000.0,
BOAM,T1,2024,XOF,,,,,,1580000000.0,,,8663000000.0,3514000000.0,,,,1680000000.0,
BOAM,T1,2023,XOF,,,,,,1578000000.0,,,8405000000.0,3540000000.0,,,,1678000000.0,
BOAM,T1,2022,XOF,,,,,,1491000000.0,,,8160000000.0,3309000000.0,,,,1591000000.0,
BOAM,T1,2021,XOF,,,,,,1458000000.0,,,8972000000.0,4335000000.0,,,,1558000000.0,
BOAM,T1,2020,XOF,,,,,,1165000000.0,,,7014000000.0,2040000000.0,,,,1257000000.0,
BOAM,T1,2019,XOF,,,,,,1572000000.0,,,6893000000.0,1463000000.0,,,,1660000000.0,
BOAM,T1,2018,XOF,,,,,,1902000000.0,,,7114000000.0,,,,,2000000000.0,
BOAM,T1,2017,XOF,,,,,,2628000000.0,,,7256000000.0,,,,,2892000000.0,
BOAM,T1,2016,XOF,,,,,,2294000000.0,,,7635000000.0,,,,,2946000000.0,
BOAM,T3,2023,XOF,,3838000000.0,,,,3753000000.0,,,26705000000.0,11795000000.0,-7957000000.0,,,,
BOAM,T3,2022,XOF,,3169000000.0,,,,2898000000.0,,,25372000000.0,10208000000.0,-7039000000.0,,,,
BOAM,T3,2021,XOF,,2675000000.0,,,,2764000000.0,,,25646000000.0,10007000000.0,-7332000000.0,,,3064000000.0,
BOAM,T3,2020,XOF,,,,,,5787000000.0,,,24205000000.0,9622000000.0,,,,6063000000.0,
BOAM,T3,2019,XOF,,,,,,-6795000000.0,,,22224000000.0,5861000000.0,,,,-6432000000.0,
BOAM,T3,2018,XOF,,,,,,6303000000.0,,,22408000000.0,,,,,6599000000.0,
BOAM,T3,2017,XOF,,,,,,7383000000.0,,,21605000000.0,,,,,8176000000.0,
BOAM,T3,2016,XOF,,,,,,7010000000.0,,,23495000000.0,,,,,8350000000.0,
BOAM,T4,2023,XOF,,,,,,5778000000.0,,,35519000000.0,14678000000.0,-8763000000.0,,,6101000000.0,
BOAM,T4,2022,XOF,,,,,,2460000000.0,,,35307000000.0,14387000000.0,-13261000000.0,,,2860000000.0,
BOAM,T4,2021,XOF,,,,,,2095000000.0,,,35408000000.0,14186000000.0,-12200000000.0,,,2415000000.0,
BOAM,T4,2020,XOF,,,,,,528000000.0,,,32348000000.0,12363000000.0,-14327000000.0,,,,
BOAM,T4,2019,XOF,,,,,,-6987000000.0,,,32055000000.0,9176000000.0,-16138000000.0,,,-6620000000.0,
BOAM,T4,2018,XOF,,,,,,6340000000.0,,,29726000000.0,6257000000.0,345000000.0,,,6734000000.0,
BOAN,An,2024,XOF,,5535000000.0,,,,5002000000.0,322404000000.0,,21380000000.0,8251000000.0,-2716000000.0,162488000000.0,182589000000.0,,
BOAN,An,2023,XOF,,11523000000.0,,,,10077000000.0,349869000000.0,,26976000000.0,13988000000.0,-2466000000.0,183084000000.0,205153000000.0,,
BOAN,An,2022,XOF,,11843000000.0,,,,10134000000.0,357509000000.0,,24624000000.0,12623000000.0,-779000000.0,192785000000.0,245622000000.0,,
BOAN,An,2021,XOF,,11033000000.0,,,,9397000000.0,356377000000.0,,24995000000.0,13067000000.0,-2035000000.0,206852000000.0,234001000000.0,,
BOAN,An,2020,XOF,,8572000000.0,,,,7421000000.0,329785000000.0,,24255000000.0,12328000000.0,-3756000000.0,202901000000.0,216417000000.0,,
BOAN,An,2019,XOF,,10287000000.0,,,,8502000000.0,343902000000.0,,23448000000.0,11529000000.0,-1242000000.0,194707000000.0,196225000000.0,,
BOAN,An,2018,XOF,,9750000000.0,,,,7666000000.0,300491000000.0,,20630000000.0,10376000000.0,-627000000.0,173429000000.0,176512000000.0,,
BOAN,An,2017,XOF,,8248000000.0,,,,7284000000.0,294499000000.0,,19626000000.0,9911000000.0,-1186000000.0,170037000000.0,157532000000.0,,
BOAN,An,2016,XOF,,,,,,6600000000.0,286739000000.0,,19087000000.0,9850000000.0,,164236000000.0,145333000000.0,,
BOAN,An,2015,XOF,,,,,,5795000000.0,262944000000.0,,18053000000.0,9887000000.0,,153215000000.0,143627000000.0,,
BOAN,S1,2024,XOF,,,,,,3189000000.0,,,10927000000.0,4500000000.0,-1121000000.0,,,3414000000.0,
BOAN,S1,2023,XOF,,,,,,5469000000.0,,,13196000000.0,6902000000.0,-476000000.0,,,6422000000.0,
BOAN,S1,2022,XOF,,,,,,5446000000.0,,,12413000000.0,6639000000.0,-248000000.0,,,6395000000.0,
BOAN,S1,2021,XOF,,,,,,5404000000.0,,,12361000000.0,6598000000.0,-132000000.0,,,6467000000.0,
BOAN,S1,2020,XOF,,,,,,3324000000.0,,,11136000000.0,5604000000.0,-1635000000.0,,,4000000000.0,
BOAN,S1,2019,XOF,,,,,,4530000000.0,,,11138000000.0,5595000000.0,-143000000.0,,,5452000000.0,
BOAN,S1,2018,XOF,,,,,,4338000000.0,,,10477000000.0,5384000000.0,46000000.0,,,5430000000.0,
BOAN,S1,2017,XOF,,,,,,4130000000.0,,,9910000000.0,5314000000.0,-345000000.0,,,4969000000.0,
BOAN,S1,2016,XOF,,,,,,3648000000.0,,,9712000000.0,5318000000.0,773000000.0,,,4521000000.0,
BOAN,T1,2024,XOF,,,,,,2286000000.0,,,5714000000.0,2725000000.0,-281000000.0,,,2448000000.0,
BOAN,T1,2023,XOF,,,,,,2829000000.0,,,6122000000.0,3181000000.0,-27000000.0,,,3252000000.0,
BOAN,T1,2022,XOF,,,,,,2733000000.0,,,5795000000.0,3088000000.0,86000000.0,,,3223000000.0,
BOAN,T1,2021,XOF,,,,,,2318000000.0,,,5781000000.0,2913000000.0,-163000000.0,,,2750000000.0,
BOAN,T1,2020,XOF,,,,,,2125000000.0,,,5376000000.0,2501000000.0,-6000000.0,,,2495000000.0,
BOAN,T1,2019,XOF,,,,,,2038000000.0,,,5196000000.0,,,,,2511000000.0,
BOAN,T1,2018,XOF,,,,,,2240000000.0,,,4995000000.0,,,,,2725000000.0,
BOAN,T1,2017,XOF,,,,,,2040000000.0,,,4724000000.0,,,,,2265000000.0,
BOAN,T1,2016,XOF,,,,,,1881000000.0,,,4534000000.0,,,,,2293000000.0,
BOAN,T3,2024,XOF,,,,,,4241000000.0,,,15920000000.0,6103000000.0,-1553000000.0,,,4586000000.0,
BOAN,T3,2023,XOF,,,,,,8533000000.0,,,20264000000.0,10590000000.0,-663000000.0,,,9942000000.0,
BOAN,T3,2022,XOF,,,,,,7562000000.0,,,18117000000.0,9270000000.0,-245000000.0,,,9029000000.0,
BOAN,T3,2021,XOF,,,,,,8827000000.0,,,18368000000.0,9760000000.0,528000000.0,,,10290000000.0,
BOAN,T3,2020,XOF,,,,,,6065000000.0,,,17811000000.0,9244000000.0,-2492000000.0,,,6787000000.0,
BOAN,T3,2019,XOF,,,,,,6257000000.0,,,16811000000.0,8195000000.0,-699000000.0,,,7495000000.0,
BOAN,T3,2018,XOF,,,,,,6571000000.0,,,15675000000.0,8121000000.0,-135000000.0,,,8002000000.0,
BOAN,T3,2017,XOF,,,,,,5887000000.0,,,14439000000.0,7306000000.0,-195000000.0,,,7116000000.0,
BOAS,An,2024,XOF,,22673000000.0,,,,19984000000.0,783173000000.0,,49666000000.0,27102000000.0,-4429000000.0,402460000000.0,585770000000.0,,
BOAS,An,2023,XOF,,17904000000.0,,,,17022000000.0,758148000000.0,,45426000000.0,21974000000.0,-4070000000.0,394012000000.0,575028000000.0,,
BOAS,An,2022,XOF,,15719000000.0,,,,15581000000.0,696306000000.0,,40503000000.0,21800000000.0,-6081000000.0,358939000000.0,546022000000.0,,
BOAS,An,2021,XOF,,10933000000.0,,,,11070000000.0,626289000000.0,,35727000000.0,17550000000.0,-6617000000.0,321621000000.0,445946000000.0,,
BOAS,An,2020,XOF,,7632000000.0,,,,7667000000.0,561588000000.0,,29997000000.0,11128000000.0,-3496000000.0,279572000000.0,373182000000.0,,
BOAS,An,2019,XOF,,10121000000.0,,,,9115000000.0,534863000000.0,,30102000000.0,12365000000.0,-2244000000.0,267184000000.0,342477000000.0,,
BOAS,An,2018,XOF,,9268000000.0,,,,8508000000.0,449936000000.0,,24949000000.0,8837000000.0,315000000.0,241382000000.0,290746000000.0,,
BOAS,An,2017,XOF,,10244000000.0,,,,11389000000.0,459147000000.0,,24819000000.0,10609000000.0,1972000000.0,240239000000.0,274313000000.0,,
BOAS,An,2016,XOF,,4051000000.0,,,,4051000000.0,521726000000.0,,21985000000.0,10739000000.0,-6311000000.0,235388000000.0,318797000000.0,,
BOAS,An,2015,XOF,,,,,,2079000000.0,361877000000.0,,16971000000.0,6163000000.0,,193153000000.0,206124000000.0,,
BOAS,S1,2024,XOF,,,,,,10308000000.0,,,23757000000.0,,,,,11693000000.0,
BOAS,S1,2023,XOF,,,,,,9436000000.0,,,22921000000.0,,,,,10574000000.0,
BOAS,S1,2022,XOF,,,,,,6856000000.0,,,18965000000.0,,,,,7602000000.0,
BOAS,S1,2021,XOF,,,,,,4061000000.0,,,16273000000.0,,,,,4066000000.0,
BOAS,S1,2020,XOF,,,,,,3692000000.0,,,13389000000.0,5355000000.0,-1655000000.0,,,3707000000.0,
BOAS,S1,2019,XOF,,,,,,4010000000.0,,,14145000000.0,6639000000.0,-2217000000.0,,,4437000000.0,
BOAS,S1,2018,XOF,,,,,,3802000000.0,,,11913000000.0,4377000000.0,9000000.0,,,4627000000.0,
BOAS,S1,2017,XOF,,,,,,3082000000.0,,,12158000000.0,6003000000.0,1712000000.0,,,3667000000.0,
BOAS,S1,2016,XOF,,,,,,1678000000.0,,,9790000000.0,4208000000.0,1711000000.0,,,1890000000.0,
BOAS,S2,2022,XOF,,,,,,15581000000.0,,,40503000000.0,,,,,15720000000.0,
BOAS,S2,2021,XOF,,,,,,11070000000.0,,,35727000000.0,17550000000.0,-6617000000.0,,,11075000000.0,
BOAS,S2,2020,XOF,,,,,,7667000000.0,,,29997000000.0,11128000000.0,-3496000000.0,,,7672000000.0,
BOAS,S2,2019,XOF,,,,,,9115000000.0,,,30102000000.0,12364000000.0,-2244000000.0,,,10066000000.0,
BOAS,S2,2018,XOF,,,,,,8509000000.0,,,24949000000.0,8837000000.0,315000000.0,,,9268000000.0,
BOAS,T1,2024,XOF,,,,,,4787000000.0,,,11504000000.0,,,,,5406000000.0,
BOAS,T1,2023,XOF,,,,,,4042000000.0,,,10331000000.0,,,,,4557000000.0,
BOAS,T1,2022,XOF,,,,,,3297000000.0,,,8449000000.0,4570000000.0,-975000000.0,,,3569000000.0,
BOAS,T1,2021,XOF,,,,,,3304000000.0,,,7931000000.0,3984000000.0,-851000000.0,,,3311000000.0,
BOAS,T1,2020,XOF,,,,,,1839000000.0,,,6454000000.0,,,,,1854000000.0,
BOAS,T1,2019,XOF,,,,,,2261000000.0,,,7367000000.0,,,,,2565000000.0,
BOAS,T1,2018,XOF,,,,,,1858000000.0,,,5520000000.0,,,,,2308000000.0,
BOAS,T1,2017,XOF,,,,,,1564000000.0,,,5770000000.0,,,,,1894000000.0,
BOAS,T1,2016,XOF,,,,,,287000000.0,,,4517000000.0,,,,,288000000.0,
BOAS,T3,2023,XOF,,,,,,12888000000.0,,,33486000000.0,,,,,14227000000.0,
BOAS,T3,2022,XOF,,,,,,10923000000.0,,,29461000000.0,,,,,12367000000.0,
BOAS,T3,2021,XOF,,,,,,7558000000.0,,,25593000000.0,,,,,7563000000.0,
BOAS,T3,2020,XOF,,,,,,5517000000.0,,,20986000000.0,,,,,5532000000.0,
BOAS,T3,2019,XOF,,,,,,6144000000.0,,,20728000000.0,,,,,6347000000.0,
BOAS,T3,2018,XOF,,,,,,5430000000.0,,,18565000000.0,,,,,6152000000.0,
BOAS,T3,2017,XOF,,,,,,5643000000.0,,,18773000000.0,,,,,6203000000.0,
BOAS,T4,2024,XOF,,,,,,19984000000.0,,,49666000000.0,,,,,22623000000.0,
BOAS,T4,2023,XOF,,,,,,17022000000.0,,,45426000000.0,,,,,18927000000.0,
CABC,An,2024,XOF,19125318524.0,1784869818.0,88364722.0,1873234540.0,7500000.0,1224827540.0,19656293617.0,,,,,,,,
CABC,An,2023,XOF,17752564089.0,1748675441.0,19298705.0,1767974146.0,0.0,1429806646.0,19349647741.0,,,,,,,,
CABC,An,2022,XOF,16481281370.0,1631279564.0,44813954.0,1676093518.0,1500000.0,1075181768.0,17483499632.0,,,,,,,,
CABC,An,2021,XOF,19036863791.0,628129534.0,108445865.0,,-71206.0,40094693.0,16575486566.0,,,,,,,,
CABC,An,2020,XOF,18897903618.0,1662125484.0,41779993.0,-5937175.0,-5937175.0,1166658052.0,13385894278.0,,,,,,,,
CABC,An,2019,XOF,15199536904.0,884361856.0,668086.0,,6779661.0,637951839.0,13994028124.0,,,,,,,,
CABC,An,2018,XOF,13290994189.0,607549388.0,1344864.0,,314452423.0,762719881.0,13155114989.0,,,,,,,,
CABC,An,2017,XOF,12476755925.0,1353230250.0,4450913.0,1357681163.0,-79316666.0,980205997.0,11575103681.0,,,,,,,,
CABC,An,2016,XOF,10472392103.0,884627483.0,2911468.0,887538951.0,300000.0,597612951.0,10259498642.0,,,,,,,,
CABC,An,2015,XOF,13039493879.0,1322145141.0,-14487053.0,1307658088.0,-224211068.0,701167520.0,9155147794.0,,,,,,,,
CABC,S1,2024,XOF,9615000000.0,834000000.0,56000000.0,890000000.0,0.0,548000000.0,,,,,,,,890000000.0,
CABC,S1,2023,XOF,8489000000.0,1005000000.0,18000000.0,1023000000.0,0.0,745000000.0,,,,,,,,1023000000.0,
CABC,S1,2022,XOF,8515000000.0,931000000.0,36000000.0,968000000.0,0.0,614000000.0,,,,,,,,968000000.0,
CABC,S1,2021,XOF,8492000000.0,575000000.0,52000000.0,627000000.0,0.0,304000000.0,,,,,,,,627000000.0,
CABC,S1,2020,XOF,10451000000.0,1590000000.0,,1590000000.0,-5000000.0,1144000000.0,,,,,,,,1585000000.0,
CABC,S1,2019,XOF,6106000000.0,573000000.0,,574000000.0,0.0,503000000.0,,,,,,,,574000000.0,
CABC,S1,2018,XOF,6474000000.0,653000000.0,0.0,653000000.0,315000000.0,835000000.0,,,,,,,,968000000.0,
CABC,S1,2017,XOF,6459000000.0,1212000000.0,2000000.0,1153000000.0,-59000000.0,897000000.0,,,,,,,,1155000000.0,
CABC,S1,2016,XOF,5055000000.0,392000000.0,0.0,392000000.0,0.0,251000000.0,,,,,,,,,
CABC,T1,2024,XOF,4709000000.0,661000000.0,,,,517000000.0,,,,,,,,,
CABC,T1,2023,XOF,4540000000.0,787000000.0,,,,588000000.0,,,,,,,,,
CABC,T1,2022,XOF,4549000000.0,365000000.0,,,,256000000.0,,,,,,,,,
CABC,T1,2021,XOF,3926000000.0,380000000.0,,,,239000000.0,,,,,,,,,
CABC,T1,2020,XOF,5467000000.0,560000000.0,,,,349000000.0,,,,,,,,,
CABC,T1,2019,XOF,2732000000.0,-20000000.0,,,,19000000.0,,,,,,,,,
CABC,T1,2018,XOF,2821000000.0,,,195000000.0,,130000000.0,,,,,,,,,
CABC,T1,2017,XOF,3438000000.0,,,514000000.0,,358000000.0,,,,,,,,,
CABC,T1,2016,XOF,2438000000.0,,,202000000.0,,174000000.0,,,,,,,,,
CABC,T3,2024,XOF,14627000000.0,1563000000.0,,,,1055000000.0,,,,,,,,,
CABC,T3,2023,XOF,13048000000.0,1231000000.0,,,,887000000.0,,,,,,,,,
CABC,T3,2022,XOF,13129000000.0,1294000000.0,,,,863000000.0,,,,,,,,,
CABC,T3,2021,XOF,13523000000.0,907000000.0,,,,516000000.0,,,,,,,,,
CABC,T3,2020,XOF,14917000000.0,1770000000.0,,,,1281000000.0,,,,,,,,,
CABC,T3,2019,XOF,10291000000.0,801000000.0,,,,650000000.0,,,,,,,,,
CABC,T3,2017,XOF,2953000000.0,,,144000000.0,,92000000.0,,,,,,,,,
CABC,T3,2016,XOF,2592000000.0,,,39000000.0,,13000000.0,,,,,,,,,
CBIBF,An,2024,XOF,,,,,,47937000000.0,2682791000000.0,,130987000000.0,88227000000.0,-40472000000.0,1258929000000.0,1754521000000.0,,
CBIBF,An,2023,XOF,,62289000000.0,,,,64247000000.0,2488600000000.0,,125248000000.0,85727000000.0,-23438000000.0,1214090000000.0,1527974000000.0,,
CBIBF,An,2022,XOF,,60745000000.0,,,,56478000000.0,2289034000000.0,,111106000000.0,74982000000.0,-14237000000.0,1205830000000.0,1446503000000.0,,
CBIBF,An,2021,XOF,,46371000000.0,,,,46549000000.0,1952977000000.0,,90298000000.0,57840000000.0,-11469000000.0,943761000000.0,1238527000000.0,,
CBIBF,An,2020,XOF,,37200000000.0,,,,34373000000.0,1565195000000.0,,73982000000.0,48905000000.0,-11705000000.0,847138000000.0,1011602000000.0,,
CBIBF,An,2019,XOF,,30004000000.0,,,,27692000000.0,1211788000000.0,,59005000000.0,36508000000.0,-6504000000.0,672153000000.0,711715000000.0,,
CBIBF,An,2018,XOF,,26890000000.0,,,,24531000000.0,1152245000000.0,,56705000000.0,34269000000.0,-7379000000.0,637738000000.0,700310000000.0,,
CBIBF,An,2017,XOF,,20060000000.0,,,,19571000000.0,1132011000000.0,,45269000000.0,29218000000.0,-9158000000.0,542058000000.0,620502000000.0,,
CBIBF,An,2016,XOF,,17947000000.0,,,,16380000000.0,884998000000.0,,33737000000.0,21849000000.0,-3902000000.0,413153000000.0,419652000000.0,,
CBIBF,An,2015,XOF,,,,,,15000000000.0,648214000000.0,,33505000000.0,23486000000.0,,361084000000.0,368201000000.0,,
CBIBF,S1,2024,XOF,,,,,,33532000000.0,2584263000000.0,,59892000000.0,40086000000.0,-3459000000.0,1213696000000.0,1655416000000.0,36653000000.0,
CBIBF,S1,2023,XOF,,,,,,33179000000.0,,,57656000000.0,39744000000.0,-3417000000.0,,,36190000000.0,
CBIBF,S1,2022,XOF,,,,,,27109000000.0,,,52324000000.0,36330000000.0,-6115000000.0,,,30229000000.0,
CBIBF,S1,2021,XOF,,,,,,22706000000.0,,,42627000000.0,28302000000.0,-4357000000.0,,,25812000000.0,
CBIBF,S1,2020,XOF,,,,,,16048000000.0,,,32624000000.0,21244000000.0,-3526000000.0,,,17731000000.0,
CBIBF,S1,2019,XOF,,,,,,13789000000.0,,,29989000000.0,19087000000.0,-3915000000.0,,,15302000000.0,
CBIBF,S1,2018,XOF,,,,,,11198000000.0,,,25780000000.0,16636000000.0,-4357000000.0,,,12179000000.0,
CBIBF,S1,2017,XOF,,,,,,10074000000.0,,,22728000000.0,15465000000.0,-4170000000.0,,,11401000000.0,
CBIBF,T1,2024,XOF,,,,,,16646000000.0,,,27889000000.0,,,1213319000000.0,1530235000000.0,17943000000.0,
CBIBF,T1,2023,XOF,,,,,,16569000000.0,,,28096000000.0,,,1198870000000.0,1439200000000.0,18111000000.0,
CBIBF,T1,2022,XOF,,,,,,14039000000.0,,,24238000000.0,,,1004789000000.0,1294897000000.0,15512000000.0,
CBIBF,T1,2021,XOF,,,,,,12443000000.0,,,22822000000.0,,,835389000000.0,1048685000000.0,14134000000.0,
CBIBF,T1,2020,XOF,,,,,,7740000000.0,,,14762000000.0,,,688679000000.0,722363000000.0,8830000000.0,
CBIBF,T1,2019,XOF,,,,,,7524000000.0,1158706000000.0,,15648000000.0,,,619487000000.0,670409000000.0,7847000000.0,
CBIBF,T1,2018,XOF,,,,,,6161000000.0,1107006000000.0,,11768000000.0,,,544036000000.0,586826000000.0,6998000000.0,
CBIBF,T1,2017,XOF,,,,,,5810000000.0,,,11078000000.0,,,,,6693000000.0,
CBIBF,T3,2024,XOF,,,,,,49804000000.0,,,92405000000.0,,,1243479000000.0,1707518000000.0,53865000000.0,
CBIBF,T3,2023,XOF,,,,,,48912000000.0,,,91764000000.0,,,1265520000000.0,1520600000000.0,51500000000.0,
CBIBF,T3,2022,XOF,,,,,,43176000000.0,,,82244000000.0,57513000000.0,-8869000000.0,,,48658000000.0,
CBIBF,T3,2021,XOF,,,,,,34737000000.0,,,64689000000.0,42913000000.0,-7219000000.0,,,38927000000.0,
CBIBF,T3,2020,XOF,,,,,,24759000000.0,,,50309000000.0,32089000000.0,-5158000000.0,,,27000000000.0,
CBIBF,T3,2019,XOF,,,,,,20564000000.0,,,41463000000.0,27441000000.0,-4815000000.0,,,23129000000.0,
CBIBF,T3,2018,XOF,,,,,,19164000000.0,,,41327000000.0,,,598837000000.0,618932000000.0,21629000000.0,
CBIBF,T3,2017,XOF,,,,,,16819000000.0,,,34080000000.0,,,469864000000.0,497385000000.0,18813000000.0,
CBIBF,T3,2016,XOF,,,,,,13007000000.0,,,25421000000.0,,,,,14898000000.0,
CFAC,An,2024,XOF,158313246307.0,7846693699.0,-904823943.0,6941869756.0,24903642.0,4693479450.0,85012929523.0,,,,,,,,
CFAC,An,2023,XOF,180161567179.0,11108927577.0,-776314356.0,10332613221.0,32208823.0,6399494092.0,87382395802.0,,,,,,,,
CFAC,An,2022,XOF,146375310833.0,9880523627.0,-453519652.0,9427003975.0,34803949.0,5533563559.0,86632701302.0,,,,,,,,
CFAC,An,2021,XOF,119731739139.0,9408220777.0,-412136759.0,8996084018.0,10009615.0,6710916633.0,66380321677.0,,,,,,,,
CFAC,An,2020,XOF,99126215810.0,5450011658.0,-461636871.0,4988374787.0,21362744.0,3779508079.0,54494286602.0,,,,,,,,
CFAC,An,2019,XOF,103289818986.0,7482882635.0,-417267232.0,7065615403.0,486116842.0,5255468516.0,58521584102.0,,,,,,,,
CFAC,An,2018,XOF,97870689715.0,8327956428.0,-594991363.0,7732965065.0,788106927.0,6489294992.0,55583491203.0,,,,,,,,
CFAC,An,2017,XOF,89981777048.0,5941098870.0,-492215661.0,5448883209.0,33057713.0,4067139922.0,58019897268.0,,,,,,,,
CFAC,An,2016,XOF,65079283129.0,5794061784.0,-537350837.0,,16872182.0,4094266129.0,50368555628.0,,,,,,,,
CFAC,An,2015,XOF,75268877329.0,6177515567.0,-314497371.0,,31642552.0,4630508748.0,59589799995.0,,,,,,,,
CFAC,S1,2024,XOF,76995261000.0,3730376000.0,-472335000.0,3258042000.0,7204000.0,2145251000.0,,,,,,,,3265245000.0,
CFAC,S1,2023,XOF,91085234000.0,6103108000.0,-2313178000.0,5871790000.0,16455000.0,3712447000.0,,,,,,,,5888245000.0,
CFAC,S1,2022,XOF,64533151000.0,4409515000.0,-229406000.0,4180109000.0,19452000.0,2720415000.0,,,,,,,,4199561000.0,
CFAC,S1,2021,XOF,56857538000.0,4903711000.0,-166529000.0,4737182000.0,4280000.0,3718656000.0,,,,,,,,4741462000.0,
CFAC,S1,2020,XOF,44358902000.0,2037327000.0,-195817000.0,1841509000.0,6360000.0,1329824000.0,,,,,,,,1847869000.0,
CFAC,S1,2019,XOF,50975334000.0,3741230000.0,-152325000.0,3588905000.0,22201000.0,2598508000.0,,,,,,,,3611106000.0,
CFAC,S1,2018,XOF,48391596000.0,4291342000.0,-350707000.0,3940635000.0,-268370000.0,2895889000.0,,,,,,,,,
CFAC,S1,2017,XOF,42105453000.0,2420327000.0,-267522000.0,2152805000.0,12105000.0,1567736000.0,,,,,,,,,
CFAC,T1,2024,XOF,40320709406.0,1967745868.0,-320927740.0,1646818128.0,3984847.0,1010141198.0,,,,,,,,1650802975.0,
CFAC,T1,2023,XOF,47003983941.0,2496846390.0,-72027585.0,2424818805.0,10834902.0,1217413707.0,,,,,,,,2435653707.0,
CFAC,T1,2022,XOF,28690078993.0,1068442226.0,-137042256.0,931399970.0,14764791.0,380640740.0,,,,,,,,946164761.0,
CFAC,T1,2021,XOF,28548704142.0,3268661529.0,-78476832.0,3190184697.0,4320611.0,2753828308.0,,,,,,,,3194505308.0,
CFAC,T1,2020,XOF,26201333205.0,2038334086.0,-105975063.0,1932359023.0,7054276.0,1432562530.0,,,,,,,,1939413299.0,
CFAC,T1,2019,XOF,26007467.0,2223622.0,-77624.0,2146398.0,8083.0,1563471.0,,,,,,,,2154480.0,
CFAC,T1,2018,XOF,25428713.0,2915382.0,-252404.0,2662978.0,24488.0,2153858.0,,,,,,,,2687466.0,
CFAC,T1,2017,XOF,15574058.0,666167.0,-101649.0,564518.0,4852.0,424640.0,,,,,,,,569369.0,
CFAC,T3,2022,XOF,40463427766.0,3127869483.0,-112069829.0,3015799654.0,8346863.0,1894806089.0,,,,,,,,3024146517.0,
CFAC,T3,2021,XOF,30313663755.0,1990246144.0,-133259431.0,1856986713.0,4900686.0,1268245399.0,,,,,,,,1861887399.0,
CFAC,T3,2018,XOF,24275538865.0,2010587961.0,-87464184.0,1923123777.0,15441101.0,1362597878.0,,,,,,,,1938564878.0,
